,k,k_uncert,cpu_time,runtime,fluxQ1,fluxQ2,fluxQ3,fluxQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00195,0.990212,0.00024,2.57841E+03,1.29240E+02,2.65056e+19,2.56574e+19,2.62647e+19,2.57436e+19,8.4964e+16,8.48919e+16,8.4826e+16,8.48029e+16,2753680.0,2751340.0,2749210.0,2748460.0,0.00128,0.00126,0.00125,0.00124,0.00082,0.00085,0.0008,0.00082,0.00082,0.00085,0.0008,0.00082,0.672395199,6.08761614,4.76016016,0.611305487,3.30422521,2.56408384,2.67276264,1.15338761
sample_00196,0.98897,0.00024,1.87848E+03,9.47501E+01,2.57274e+19,2.54361e+19,2.51519e+19,2.52403e+19,8.48863e+16,8.49365e+16,8.47784e+16,8.48741e+16,2751160.0,2752790.0,2747670.0,2750770.0,0.00179,0.00177,0.00176,0.00179,0.0008,0.00075,0.00081,0.00078,0.0008,0.00075,0.00081,0.00078,1.87661809,1.75952114,4.97952854,2.67490821,2.14297601,1.86194039,2.05565547,4.80005185
sample_00197,0.977615,0.00025,1.86742E+03,9.48147E+01,2.65046e+19,2.57586e+19,2.56978e+19,2.57854e+19,8.47704e+16,8.48734e+16,8.49677e+16,8.48305e+16,2747410.0,2750750.0,2753810.0,2749360.0,0.00142,0.00139,0.00142,0.00145,0.00076,0.00082,0.00082,0.00077,0.00076,0.00082,0.00082,0.00077,4.9391972,2.1781783,4.76884605,6.22861601,5.5224063,0.740652067,1.8793191,3.82908077
sample_00198,0.987866,0.00026,1.87139E+03,9.44518E+01,2.57064e+19,2.55474e+19,2.55213e+19,2.59584e+19,8.48692e+16,8.48831e+16,8.48559e+16,8.47332e+16,2750610.0,2751060.0,2750180.0,2746200.0,0.00134,0.0013,0.00129,0.00134,0.00078,0.0008,0.00081,0.00075,0.00078,0.0008,0.00081,0.00075,3.21944476,0.956107117,2.60151834,6.10863271,0.124323396,4.67213582,0.264493155,0.797769559
sample_00199,0.980062,0.00026,1.86290E+03,9.38578E+01,2.63446e+19,2.67383e+19,2.59073e+19,2.64296e+19,8.49155e+16,8.48175e+16,8.48545e+16,8.47762e+16,2752110.0,2748940.0,2750130.0,2747600.0,0.00157,0.00166,0.00157,0.00155,0.00084,0.00078,0.00079,0.0008,0.00084,0.00078,0.00079,0.0008,4.86390777,4.37960565,1.6054669,5.09436099,0.791541718,1.52508624,2.68888794,4.91500187
sample_00200,0.990887,0.00025,1.87988E+03,9.47865E+01,2.53359e+19,2.53385e+19,2.52547e+19,2.63814e+19,8.48627e+16,8.49214e+16,8.48362e+16,8.48906e+16,2750400.0,2752300.0,2749540.0,2751300.0,0.00134,0.00134,0.00137,0.0014,0.00081,0.00076,0.00075,0.00082,0.00081,0.00076,0.00075,0.00082,4.17153274,5.86211421,1.49676398,0.58243397,2.24403466,0.573638193,5.55209101,5.20379311
sample_00201,0.989686,0.00024,1.88068E+03,9.45487E+01,2.61702e+19,2.571e+19,2.69615e+19,2.54493e+19,8.48519e+16,8.48882e+16,8.48575e+16,8.47282e+16,2750050.0,2751220.0,2750230.0,2746040.0,0.00151,0.00145,0.00143,0.00145,0.00082,0.00081,0.00082,0.00078,0.00082,0.00081,0.00082,0.00078,5.09127796,1.65008408,4.81002419,0.817681428,2.54875997,4.09530422,2.76433028,2.66140852
sample_00202,0.988738,0.00026,1.88177E+03,9.49208E+01,2.60323e+19,2.50409e+19,2.55733e+19,2.61524e+19,8.49161e+16,8.48785e+16,8.4922e+16,8.47818e+16,2752130.0,2750910.0,2752320.0,2747780.0,0.00158,0.00155,0.00159,0.0016,0.00079,0.00081,0.00079,0.00078,0.00079,0.00081,0.00079,0.00078,6.10386284,2.75212085,0.336102197,5.74746251,1.17078977,3.36739796,0.805019181,5.33832763
sample_00203,0.991083,0.00024,1.87660E+03,9.44003E+01,2.51872e+19,2.52157e+19,2.6356e+19,2.57666e+19,8.48203e+16,8.47955e+16,8.47348e+16,8.49841e+16,2749020.0,2748220.0,2746250.0,2754330.0,0.00147,0.00143,0.00144,0.00147,0.00083,0.0008,0.00082,0.00075,0.00083,0.0008,0.00082,0.00075,3.43676598,0.341741926,3.38941816,0.0768523708,2.3059881,4.15616656,5.63799224,1.79536707
sample_00204,0.987791,0.00024,1.85920E+03,9.36819E+01,2.56101e+19,2.56242e+19,2.59868e+19,2.5547e+19,8.48434e+16,8.48573e+16,8.48841e+16,8.49128e+16,2749770.0,2750220.0,2751090.0,2752020.0,0.00152,0.00155,0.00157,0.00149,0.00083,0.00078,0.00079,0.00078,0.00083,0.00078,0.00079,0.00078,6.23143351,4.07822524,4.28540148,3.91786556,5.03506905,4.87274436,1.81686028,0.772900912
sample_00205,1.0005,0.00025,1.86603E+03,9.36373E+01,2.56587e+19,2.60117e+19,2.52102e+19,2.56296e+19,8.48258e+16,8.47849e+16,8.48123e+16,8.48481e+16,2749200.0,2747870.0,2748760.0,2749920.0,0.0016,0.00156,0.0016,0.00163,0.00081,0.0008,0.00083,0.00075,0.00081,0.0008,0.00083,0.00075,5.86363718,2.37855651,1.70769739,2.34750351,2.04005678,5.76140517,0.068772671,0.239108435
sample_00206,0.991848,0.00025,1.86074E+03,9.35704E+01,2.52346e+19,2.63103e+19,2.54544e+19,2.54095e+19,8.49234e+16,8.48412e+16,8.48871e+16,8.49146e+16,2752360.0,2749700.0,2751190.0,2752080.0,0.00148,0.00147,0.00142,0.00147,0.00079,0.00079,0.00082,0.00074,0.00079,0.00079,0.00082,0.00074,2.70438981,2.67104099,1.28664614,2.19062509,4.95448736,6.08182643,1.35009817,5.98810499
sample_00207,0.993244,0.00024,1.86088E+03,9.44544E+01,2.65057e+19,2.55163e+19,2.47912e+19,2.6029e+19,8.47687e+16,8.48455e+16,8.49855e+16,8.49485e+16,2747350.0,2749840.0,2754380.0,2753180.0,0.00152,0.00149,0.00147,0.00152,0.00076,0.0008,0.00079,0.00077,0.00076,0.0008,0.00079,0.00077,0.432215942,6.20805197,1.27821831,4.87828935,1.05214281,1.03166455,4.28335638,4.88914869
sample_00208,0.996035,0.00023,1.85605E+03,9.36376E+01,2.57136e+19,2.52548e+19,2.56251e+19,2.56016e+19,8.48431e+16,8.48806e+16,8.48117e+16,8.483e+16,2749760.0,2750970.0,2748750.0,2749330.0,0.00141,0.00137,0.00135,0.0014,0.00081,0.00079,0.00076,0.0008,0.00081,0.00079,0.00076,0.0008,1.37101159,0.290446537,5.25408475,3.32256508,3.81768704,5.82293671,5.53439922,1.61334459
sample_00209,0.991166,0.00026,1.85764E+03,9.39591E+01,2.58381e+19,2.51174e+19,2.53624e+19,2.67641e+19,8.48675e+16,8.48466e+16,8.48493e+16,8.48211e+16,2750550.0,2749870.0,2749960.0,2749050.0,0.00156,0.00158,0.00155,0.00156,0.00081,0.0008,0.0008,0.00077,0.00081,0.0008,0.0008,0.00077,1.55543922,5.67426955,5.68966027,1.07832066,1.96175528,0.360224792,5.21680258,0.611286626
sample_00210,0.993211,0.00023,1.85950E+03,9.36720E+01,2.48881e+19,2.48758e+19,2.56976e+19,2.55446e+19,8.4937e+16,8.48622e+16,8.47899e+16,8.49119e+16,2752800.0,2750380.0,2748040.0,2751990.0,0.00142,0.0014,0.00137,0.00141,0.00077,0.0008,0.00078,0.00073,0.00077,0.0008,0.00078,0.00073,0.871146776,4.15271309,5.02360866,2.13405097,1.82230765,3.96295625,5.99829312,1.3221016
sample_00211,0.987341,0.00024,1.85549E+03,9.41214E+01,2.59955e+19,2.62747e+19,2.66835e+19,2.62774e+19,8.48118e+16,8.50131e+16,8.48816e+16,8.48132e+16,2748750.0,2755270.0,2751010.0,2748790.0,0.00136,0.00138,0.00142,0.00138,0.00078,0.00079,0.0008,0.00087,0.00078,0.00079,0.0008,0.00087,2.74111002,2.61577409,1.60777422,5.63891456,2.73199946,5.64781041,1.08026617,4.69455869
sample_00212,0.981466,0.00026,1.83031E+03,9.22719E+01,2.5734e+19,2.52981e+19,2.54991e+19,2.65084e+19,8.49104e+16,8.49426e+16,8.48375e+16,8.48144e+16,2751950.0,2752990.0,2749580.0,2748830.0,0.00135,0.00136,0.00134,0.00138,0.00081,0.00081,0.00078,0.00077,0.00081,0.00081,0.00078,0.00077,5.1853996,5.12089908,0.0144179328,5.83514994,5.65971382,1.1536136,5.93746074,1.28611438
sample_00213,0.982371,0.00025,1.83264E+03,9.33380E+01,2.619e+19,2.52286e+19,2.5306e+19,2.5665e+19,8.48927e+16,8.48293e+16,8.48017e+16,8.48612e+16,2751370.0,2749320.0,2748420.0,2750350.0,0.00128,0.00129,0.00129,0.00126,0.00078,0.00082,0.00078,0.00075,0.00078,0.00082,0.00078,0.00075,4.65412013,0.685692004,5.97746193,0.149432181,1.98029024,0.563685218,1.28778299,4.63471956
sample_00214,0.991398,0.00024,1.84188E+03,9.40633E+01,2.51126e+19,2.48053e+19,2.58034e+19,2.49073e+19,8.48663e+16,8.48261e+16,8.48464e+16,8.49362e+16,2750510.0,2749210.0,2749870.0,2752780.0,0.0015,0.00148,0.00151,0.00152,0.00077,0.00079,0.00085,0.00075,0.00077,0.00079,0.00085,0.00075,4.39911069,0.984696975,3.65226521,5.49725496,3.46631131,5.08977467,2.81640284,0.543051102
sample_00215,0.989667,0.00025,1.85044E+03,9.45797E+01,2.51879e+19,2.67944e+19,2.59147e+19,2.51464e+19,8.48037e+16,8.46793e+16,8.4854e+16,8.48562e+16,2748490.0,2744450.0,2750120.0,2750180.0,0.00127,0.00131,0.00127,0.00128,0.0008,0.0008,0.00084,0.00081,0.0008,0.0008,0.00084,0.00081,4.79425471,3.91373306,1.25843742,2.62831411,2.33115975,2.58225415,3.66999018,3.6025287
sample_00216,0.990675,0.00025,1.88017E+03,9.42259E+01,2.62113e+19,2.57434e+19,2.54998e+19,2.53353e+19,8.48361e+16,8.48768e+16,8.48583e+16,8.48664e+16,2749540.0,2750850.0,2750260.0,2750520.0,0.00159,0.00153,0.00155,0.00164,0.00082,0.00079,0.0008,0.00078,0.00082,0.00079,0.0008,0.00078,5.54785063,0.310726294,3.85023379,1.25313217,2.93263225,0.617810058,0.454514155,1.7164097
sample_00217,0.985175,0.00025,1.87172E+03,9.43949E+01,2.5298e+19,2.57918e+19,2.57567e+19,2.62492e+19,8.48098e+16,8.49634e+16,8.4787e+16,8.47873e+16,2748680.0,2753660.0,2747950.0,2747960.0,0.00165,0.00163,0.00166,0.00171,0.00079,0.00076,0.00078,0.0008,0.00079,0.00076,0.00078,0.0008,3.11264998,3.20426368,4.98312054,3.25084668,5.10661051,1.48588186,6.25893225,0.951754029
sample_00218,0.985001,0.00024,1.86692E+03,9.42288E+01,2.54742e+19,2.52494e+19,2.53964e+19,2.58499e+19,8.48065e+16,8.49751e+16,8.48334e+16,8.481e+16,2748580.0,2754040.0,2749450.0,2748690.0,0.00125,0.00125,0.00131,0.00131,0.00078,0.0008,0.00079,0.0008,0.00078,0.0008,0.00079,0.0008,1.36805734,4.25534674,1.14096678,0.314808826,1.13381917,5.30931359,5.5020072,3.67683038
sample_00219,0.992153,0.00023,1.89420E+03,9.53424E+01,2.6707e+19,2.53026e+19,2.4692e+19,2.54761e+19,8.48982e+16,8.48565e+16,8.48598e+16,8.49241e+16,2751550.0,2750190.0,2750300.0,2752390.0,0.00154,0.00151,0.00154,0.00154,0.00078,0.00077,0.00078,0.00075,0.00078,0.00077,0.00078,0.00075,0.609344714,1.58553991,4.77439161,3.50213918,1.16953298,0.384419288,2.83083178,5.10559068
sample_00220,0.989702,0.00024,1.83677E+03,9.34623E+01,2.52208e+19,2.50911e+19,2.60187e+19,2.53002e+19,8.48871e+16,8.47697e+16,8.49954e+16,8.48632e+16,2751190.0,2747380.0,2754700.0,2750410.0,0.00142,0.00143,0.00153,0.00147,0.00081,0.00083,0.00079,0.0008,0.00081,0.00082,0.00079,0.0008,4.483828,0.149509952,5.93339517,1.21499387,2.43002349,3.37528299,4.3475221,3.73045794
sample_00221,0.995392,0.00024,1.84006E+03,9.26847E+01,2.56631e+19,2.47129e+19,2.50378e+19,2.64668e+19,8.47864e+16,8.4858e+16,8.47705e+16,8.48906e+16,2747920.0,2750240.0,2747410.0,2751300.0,0.00136,0.00129,0.00127,0.00137,0.00077,0.00081,0.00076,0.00078,0.00077,0.00081,0.00076,0.00078,5.88382997,2.42629556,0.644058323,5.4761348,2.96040152,1.12290339,5.43097263,5.69935505
sample_00222,0.986497,0.00024,1.83240E+03,9.35238E+01,2.56146e+19,2.52953e+19,2.64008e+19,2.63353e+19,8.48401e+16,8.46139e+16,8.48006e+16,8.50427e+16,2749670.0,2742340.0,2748380.0,2756230.0,0.00165,0.00162,0.00163,0.00161,0.00084,0.00076,0.0008,0.00078,0.00084,0.00076,0.0008,0.00078,3.29569435,0.0543840942,4.60709801,6.16203081,2.2833115,5.24811977,4.22402446,1.11096487
sample_00223,0.984567,0.00024,1.83529E+03,9.35253E+01,2.72726e+19,2.54771e+19,2.50979e+19,2.56216e+19,8.50336e+16,8.47401e+16,8.48627e+16,8.48016e+16,2755940.0,2746430.0,2750400.0,2748420.0,0.00124,0.00117,0.00114,0.00117,0.00081,0.0008,0.00082,0.0008,0.00081,0.0008,0.00082,0.0008,1.11123165,1.10217001,5.30990646,0.255717908,0.0294921674,1.21184252,1.8881434,3.80187034
sample_00224,0.994714,0.00025,1.85788E+03,9.30624E+01,2.50635e+19,2.54953e+19,2.59139e+19,2.65759e+19,8.48642e+16,8.48847e+16,8.4802e+16,8.46925e+16,2750450.0,2751110.0,2748430.0,2744880.0,0.00152,0.00152,0.00159,0.00165,0.00082,0.00085,0.00084,0.00083,0.00082,0.00085,0.00084,0.00083,2.60968239,4.11449403,6.16468514,3.26168436,3.79228042,2.16502348,5.18323366,5.29789715
sample_00225,0.981741,0.00024,1.84414E+03,9.27201E+01,2.51854e+19,2.58463e+19,2.61728e+19,2.51357e+19,8.47687e+16,8.48001e+16,8.49565e+16,8.49394e+16,2747350.0,2748370.0,2753440.0,2752890.0,0.00154,0.0015,0.00156,0.00151,0.0008,0.00081,0.0008,0.00079,0.0008,0.00081,0.0008,0.00079,2.34548775,4.00659825,4.64544998,2.02069669,1.31483419,4.3664206,1.88254472,2.66636965
sample_00226,0.985814,0.00024,1.85213E+03,9.30937E+01,2.50731e+19,2.59559e+19,2.60702e+19,2.53849e+19,8.47901e+16,8.48757e+16,8.48561e+16,8.48013e+16,2748050.0,2750820.0,2750190.0,2748410.0,0.00171,0.00174,0.00176,0.00171,0.00075,0.0008,0.00077,0.0008,0.00075,0.0008,0.00077,0.0008,4.09946098,3.12962483,5.95043098,2.61489587,4.40965703,5.92924604,1.48076921,0.841414172
sample_00227,0.97696,0.00024,1.84375E+03,9.33459E+01,2.55245e+19,2.55209e+19,2.58204e+19,2.60442e+19,8.48836e+16,8.47914e+16,8.47497e+16,8.49563e+16,2751080.0,2748090.0,2746740.0,2753440.0,0.00126,0.00122,0.0012,0.00121,0.00079,0.00079,0.00082,0.00078,0.00079,0.00079,0.00082,0.00078,3.67794024,5.243768,6.09495421,5.32726545,5.10305016,0.861969128,6.23054169,3.46395385
sample_00228,0.98662,0.00024,1.86337E+03,9.35889E+01,2.50425e+19,2.55169e+19,2.66538e+19,2.57471e+19,8.48605e+16,8.48173e+16,8.48852e+16,8.48135e+16,2750330.0,2748930.0,2751130.0,2748800.0,0.00131,0.00129,0.00132,0.00136,0.00074,0.00076,0.00082,0.00077,0.00074,0.00076,0.00082,0.00077,3.93271919,4.99917726,5.21034093,4.00992931,4.10114772,5.21202916,5.87117053,2.68310836
sample_00229,0.979331,0.00025,1.85115E+03,9.30653E+01,2.66205e+19,2.61977e+19,2.59563e+19,2.59108e+19,8.48607e+16,8.48519e+16,8.4844e+16,8.48758e+16,2750330.0,2750050.0,2749790.0,2750830.0,0.00143,0.00139,0.00133,0.00135,0.00083,0.00079,0.00075,0.00075,0.00083,0.00079,0.00075,0.00075,6.2810555,4.84022107,5.34237682,4.03303167,0.398487598,2.3012675,1.70041011,2.36971916
sample_00230,0.989843,0.00025,1.86177E+03,9.35560E+01,2.56531e+19,2.67705e+19,2.53721e+19,2.52365e+19,8.49269e+16,8.48792e+16,8.48381e+16,8.48955e+16,2752480.0,2750930.0,2749600.0,2751460.0,0.00128,0.00132,0.00132,0.00131,0.00076,0.00076,0.00081,0.00083,0.00076,0.00076,0.00081,0.00083,1.27935518,4.59541892,2.8420557,3.08381034,0.184500162,2.45341592,4.06522404,2.84589173
sample_00231,0.992256,0.00024,1.86987E+03,9.45842E+01,2.59818e+19,2.58195e+19,2.51426e+19,2.62831e+19,8.47576e+16,8.49166e+16,8.49475e+16,8.48541e+16,2746990.0,2752140.0,2753150.0,2750120.0,0.00139,0.00137,0.00134,0.00142,0.00081,0.00078,0.00079,0.0008,0.00081,0.00078,0.00079,0.0008,2.14646076,1.05105821,3.99280828,2.87001731,6.11804416,0.039611138,5.02829271,0.90392023
sample_00232,0.994973,0.00024,1.92755E+03,9.61435E+01,2.63341e+19,2.65345e+19,2.47071e+19,2.48065e+19,8.49806e+16,8.4887e+16,8.47819e+16,8.47627e+16,2754220.0,2751180.0,2747780.0,2747160.0,0.00153,0.00151,0.00145,0.00149,0.00078,0.00079,0.00081,0.00075,0.00078,0.00079,0.00081,0.00075,1.1903233,0.67692875,1.49771159,3.00150873,0.23180146,1.71954837,3.75505416,2.61020186
sample_00233,0.995325,0.00024,1.92506E+03,9.59445E+01,2.56495e+19,2.6405e+19,2.61315e+19,2.5501e+19,8.47984e+16,8.47727e+16,8.49558e+16,8.48305e+16,2748310.0,2747480.0,2753410.0,2749350.0,0.00147,0.00147,0.00144,0.0014,0.00083,0.00082,0.0008,0.00085,0.00083,0.00082,0.0008,0.00085,4.10195675,0.550113375,1.20048158,2.00523184,4.22918969,2.63172366,4.44610336,3.84912446
sample_00234,0.9933,0.00023,1.92692E+03,9.58705E+01,2.47107e+19,2.61092e+19,2.60539e+19,2.53532e+19,8.4852e+16,8.48824e+16,8.4802e+16,8.48757e+16,2750050.0,2751040.0,2748430.0,2750820.0,0.00163,0.00171,0.00161,0.0016,0.00081,0.00082,0.00081,0.00077,0.00081,0.00082,0.00081,0.00077,3.64958955,3.49362865,1.33872192,2.29828991,1.91137944,3.87288286,5.76502837,3.87399958
sample_00235,0.981646,0.00024,1.91030E+03,9.61935E+01,2.65789e+19,2.56656e+19,2.53529e+19,2.58846e+19,8.49153e+16,8.47934e+16,8.48267e+16,8.48971e+16,2752110.0,2748150.0,2749240.0,2751520.0,0.00144,0.00147,0.00145,0.00144,0.0008,0.00077,0.00083,0.00078,0.0008,0.00076,0.00083,0.00078,0.444390682,5.34846013,0.676226013,5.97027904,1.26947397,0.526209322,3.04011623,4.23279237
sample_00236,0.985086,0.00024,1.88124E+03,9.40357E+01,2.53507e+19,2.6754e+19,2.59236e+19,2.50345e+19,8.48932e+16,8.47486e+16,8.4861e+16,8.486e+16,2751390.0,2746700.0,2750340.0,2750310.0,0.00141,0.00138,0.00136,0.00138,0.00079,0.00082,0.00079,0.00078,0.00079,0.00082,0.00079,0.00078,4.28004793,2.94201747,0.937820958,2.48625361,5.73950359,4.97083655,2.35517139,3.03350677
sample_00237,0.987367,0.00025,1.88196E+03,9.43509E+01,2.52854e+19,2.60957e+19,2.59379e+19,2.52277e+19,8.48067e+16,8.48843e+16,8.48625e+16,8.49051e+16,2748580.0,2751100.0,2750390.0,2751770.0,0.00133,0.00133,0.00127,0.00128,0.00078,0.0008,0.00078,0.00083,0.00078,0.0008,0.00078,0.00083,5.26440894,3.44020175,0.62966137,1.92335709,3.46880125,1.69300253,0.727037505,3.47045946
sample_00238,0.993618,0.00024,1.88690E+03,9.40522E+01,2.52597e+19,2.47613e+19,2.53001e+19,2.66029e+19,8.49094e+16,8.47784e+16,8.49839e+16,8.48531e+16,2751910.0,2747660.0,2754330.0,2750090.0,0.00134,0.00135,0.00136,0.00138,0.0008,0.00081,0.00083,0.00079,0.0008,0.00081,0.00083,0.00078,3.0006761,0.38580625,4.99003507,4.09971472,0.142081181,4.27507238,5.35736571,5.74746386
sample_00239,0.990341,0.00025,1.87801E+03,9.43623E+01,2.5796e+19,2.49333e+19,2.61789e+19,2.56238e+19,8.4813e+16,8.48471e+16,8.47101e+16,8.48464e+16,2748790.0,2749890.0,2745450.0,2749870.0,0.00154,0.00149,0.00149,0.0015,0.0008,0.00076,0.00076,0.00079,0.0008,0.00076,0.00076,0.00079,0.744129498,2.74531257,5.46012151,4.84832632,2.221439,4.10572931,1.04082716,4.30949648
sample_00240,0.992896,0.00025,1.89672E+03,9.49073E+01,2.49177e+19,2.50467e+19,2.60945e+19,2.53873e+19,8.48188e+16,8.49334e+16,8.47517e+16,8.47779e+16,2748980.0,2752690.0,2746800.0,2747650.0,0.00127,0.00122,0.0013,0.0013,0.00081,0.00084,0.00084,0.00082,0.00081,0.00084,0.00084,0.00082,4.24406615,2.1322826,1.51842794,6.12762621,4.3117257,4.09682515,1.1621003,5.77925755
sample_00241,0.975975,0.00024,1.86664E+03,9.40467E+01,2.58895e+19,2.57366e+19,2.55902e+19,2.60417e+19,8.48781e+16,8.47957e+16,8.49802e+16,8.46488e+16,2750900.0,2748230.0,2754210.0,2743470.0,0.00145,0.00141,0.00141,0.00145,0.00084,0.00079,0.00085,0.00082,0.00084,0.00079,0.00085,0.00082,4.85688588,3.04738098,4.55208366,0.66105217,0.431940444,0.710194822,0.345124424,1.88286871
sample_00242,0.989896,0.00024,1.90008E+03,9.48111E+01,2.52585e+19,2.67263e+19,2.51678e+19,2.58745e+19,8.48685e+16,8.4734e+16,8.49678e+16,8.48117e+16,2750590.0,2746230.0,2753800.0,2748750.0,0.0016,0.00169,0.0016,0.00159,0.00082,0.00084,0.00079,0.00079,0.00082,0.00084,0.00079,0.00079,3.55644699,4.98718579,2.65033327,2.89661746,0.854016248,0.669601673,4.77154022,1.16873048
sample_00243,0.99883,0.00023,1.90262E+03,9.52738E+01,2.58284e+19,2.60747e+19,2.53691e+19,2.47852e+19,8.48391e+16,8.48181e+16,8.48491e+16,8.48907e+16,2749630.0,2748950.0,2749950.0,2751300.0,0.00126,0.00128,0.00134,0.00128,0.00077,0.00078,0.00079,0.00086,0.00077,0.00078,0.00079,0.00086,0.783625562,6.27019454,1.72824302,3.799036,2.65336843,3.00432096,3.49726136,3.75841903
sample_00244,0.988669,0.00024,1.86351E+03,9.43556E+01,2.58742e+19,2.60858e+19,2.60843e+19,2.5722e+19,8.4973e+16,8.48468e+16,8.48579e+16,8.48288e+16,2753970.0,2749880.0,2750240.0,2749300.0,0.00119,0.00124,0.00119,0.00121,0.00079,0.0008,0.0008,0.00085,0.00079,0.0008,0.0008,0.00085,2.63934436,0.24441094,4.33481307,2.50399868,1.27982827,3.56568531,0.386496038,3.70404824
sample_00245,0.987854,0.00025,1.86543E+03,9.47227E+01,2.65669e+19,2.57e+19,2.48456e+19,2.56831e+19,8.49184e+16,8.48837e+16,8.48022e+16,8.47361e+16,2752200.0,2751080.0,2748440.0,2746290.0,0.00149,0.00145,0.00152,0.00149,0.00076,0.00075,0.00083,0.0008,0.00076,0.00075,0.00083,0.0008,0.256809246,2.35084799,2.99532558,4.95023425,0.594805073,0.24880047,3.43549283,0.891093816
sample_00246,0.982347,0.00025,1.86325E+03,9.40309E+01,2.60134e+19,2.63936e+19,2.59792e+19,2.56009e+19,8.47016e+16,8.4942e+16,8.46878e+16,8.48443e+16,2745180.0,2752970.0,2744730.0,2749800.0,0.00138,0.0014,0.00141,0.0014,0.00078,0.00076,0.00082,0.00083,0.00078,0.00076,0.00082,0.00083,1.64134557,4.56610406,2.2648085,5.35214914,5.55382509,2.76625289,2.88262944,2.10741937
sample_00247,0.991332,0.00026,1.86717E+03,9.40220E+01,2.57661e+19,2.52428e+19,2.49574e+19,2.66431e+19,8.48733e+16,8.47859e+16,8.47605e+16,8.4995e+16,2750740.0,2747910.0,2747080.0,2754680.0,0.00169,0.00174,0.00178,0.0017,0.0008,0.00078,0.00076,0.00082,0.0008,0.00078,0.00076,0.00082,2.52571941,1.65900953,2.98881613,5.39728421,0.145489914,6.18825073,4.72065659,5.53076977
sample_00248,0.98405,0.00024,1.86182E+03,9.40248E+01,2.55326e+19,2.51522e+19,2.63483e+19,2.54945e+19,8.48094e+16,8.4912e+16,8.47377e+16,8.48606e+16,2748670.0,2752000.0,2746350.0,2750330.0,0.00139,0.00138,0.00144,0.00139,0.00081,0.00078,0.00078,0.00078,0.00081,0.00078,0.00078,0.00078,2.80032404,0.452745844,4.92638822,5.00709292,1.94580437,4.5381312,0.576223266,2.73578962
sample_00249,0.995133,0.00024,1.88804E+03,9.55399E+01,2.52639e+19,2.64895e+19,2.53619e+19,2.50545e+19,8.4836e+16,8.48553e+16,8.48484e+16,8.48006e+16,2749530.0,2750160.0,2749930.0,2748380.0,0.0015,0.00155,0.00154,0.00149,0.00077,0.00079,0.00083,0.00081,0.00077,0.00079,0.00083,0.00081,3.46947409,0.259626779,1.39122645,2.91081315,4.3989816,1.78671349,1.802543,5.75319968
sample_00250,0.987558,0.00025,1.87191E+03,9.36250E+01,2.54358e+19,2.53734e+19,2.5797e+19,2.69801e+19,8.48168e+16,8.47363e+16,8.48623e+16,8.48285e+16,2748910.0,2746300.0,2750390.0,2749290.0,0.00148,0.00149,0.00148,0.00146,0.00081,0.00079,0.0008,0.00077,0.00081,0.00079,0.0008,0.00077,2.37815618,4.10572935,0.224743976,0.905167494,2.02744129,6.2560627,5.37788217,0.62170862
sample_00251,0.98607,0.00025,1.87902E+03,9.47351E+01,2.54788e+19,2.55216e+19,2.51613e+19,2.49117e+19,8.48294e+16,8.4749e+16,8.47879e+16,8.48966e+16,2749320.0,2746710.0,2747980.0,2751500.0,0.00158,0.00157,0.00159,0.00157,0.00076,0.00082,0.00078,0.0008,0.00076,0.00082,0.00078,0.0008,0.892937515,4.97309126,3.72633762,3.76088149,0.0756032354,3.35839207,2.19207986,3.7868889
sample_00252,0.993853,0.00024,1.88320E+03,9.45774E+01,2.51388e+19,2.52583e+19,2.56749e+19,2.59687e+19,8.48414e+16,8.48509e+16,8.49193e+16,8.47213e+16,2749710.0,2750010.0,2752230.0,2745810.0,0.00136,0.00138,0.00144,0.00142,0.00076,0.00079,0.00077,0.00083,0.00076,0.00079,0.00077,0.00083,5.98241045,3.78250291,4.63285473,2.02202774,3.29390881,6.26701483,4.93063026,0.960781551
sample_00253,0.996423,0.00024,1.88610E+03,9.46350E+01,2.63482e+19,2.51419e+19,2.48089e+19,2.62661e+19,8.47856e+16,8.48832e+16,8.47944e+16,8.48239e+16,2747900.0,2751060.0,2748180.0,2749140.0,0.00108,0.00106,0.00107,0.00107,0.00079,0.00075,0.00077,0.00076,0.00079,0.00075,0.00077,0.00076,0.4497462,0.0633800351,5.56715247,2.06711005,0.41061945,6.08522646,5.3082567,4.9907805
sample_00254,0.986525,0.00024,1.86475E+03,9.44763E+01,2.56063e+19,2.65113e+19,2.5477e+19,2.54935e+19,8.4835e+16,8.47908e+16,8.49334e+16,8.48635e+16,2749500.0,2748070.0,2752690.0,2750420.0,0.00129,0.00132,0.00131,0.00124,0.00081,0.00083,0.00078,0.00082,0.00081,0.00083,0.00078,0.00082,3.1138364,5.49378137,2.91352249,3.94231866,5.21355922,0.542920967,2.55810294,4.80572949
